Size	Latency (us)	np	Algorithm
4096	4.14	6	broadcast_flat
8192	8.18	6	broadcast_flat
16384	10.80	6	broadcast_flat
32768	17.82	6	broadcast_flat
65536	33.63	6	broadcast_flat
131072	68.98	6	broadcast_flat
262144	118.62	6	broadcast_flat
524288	237.25	6	broadcast_flat
1048576	896.59	6	broadcast_flat
2097152	1867.99	6	broadcast_flat
4194304	3668.23	6	broadcast_flat
8	0.89	6	broadcast_chain
16	0.83	6	broadcast_chain
32	1.01	6	broadcast_chain
64	1.01	6	broadcast_chain
128	1.89	6	broadcast_chain
256	1.93	6	broadcast_chain
512	2.14	6	broadcast_chain
1024	2.67	6	broadcast_chain
2048	3.58	6	broadcast_chain
4096	5.23	6	broadcast_chain
8192	8.32	6	broadcast_chain
16384	12.71	6	broadcast_chain
32768	20.17	6	broadcast_chain
65536	36.86	6	broadcast_chain
131072	71.55	6	broadcast_chain
262144	149.20	6	broadcast_chain
524288	289.16	6	broadcast_chain
1048576	519.89	6	broadcast_chain
2097152	832.33	6	broadcast_chain
4194304	1606.11	6	broadcast_chain
8	0.85	6	broadcast_binary_tree
16	0.86	6	broadcast_binary_tree
32	1.01	6	broadcast_binary_tree
64	1.03	6	broadcast_binary_tree
128	1.55	6	broadcast_binary_tree
256	1.59	6	broadcast_binary_tree
512	1.77	6	broadcast_binary_tree
1024	2.13	6	broadcast_binary_tree
2048	3.11	6	broadcast_binary_tree
4096	4.20	6	broadcast_binary_tree
8192	6.41	6	broadcast_binary_tree
16384	11.30	6	broadcast_binary_tree
32768	17.94	6	broadcast_binary_tree
65536	29.43	6	broadcast_binary_tree
131072	49.24	6	broadcast_binary_tree
262144	91.47	6	broadcast_binary_tree
524288	172.48	6	broadcast_binary_tree
1048576	325.15	6	broadcast_binary_tree
2097152	585.85	6	broadcast_binary_tree
4194304	1184.32	6	broadcast_binary_tree
8	0.62	6	scatter_flat
16	0.65	6	scatter_flat
32	0.67	6	scatter_flat
64	0.82	6	scatter_flat
128	1.23	6	scatter_flat
256	1.26	6	scatter_flat
512	1.51	6	scatter_flat
1024	2.09	6	scatter_flat
2048	3.41	6	scatter_flat
4096	4.64	6	scatter_flat
8192	8.18	6	scatter_flat
16384	14.72	6	scatter_flat
32768	16.43	6	scatter_flat
65536	30.33	6	scatter_flat
131072	41.75	6	scatter_flat
262144	112.89	6	scatter_flat
524288	187.65	6	scatter_flat
1048576	343.34	6	scatter_flat
2097152	847.07	6	scatter_flat
4194304	2761.20	6	scatter_flat
8	0.65	6	scatter_basic_linear
16	0.65	6	scatter_basic_linear
32	0.72	6	scatter_basic_linear
64	0.71	6	scatter_basic_linear
128	1.59	6	scatter_basic_linear
256	1.66	6	scatter_basic_linear
512	1.90	6	scatter_basic_linear
1024	2.33	6	scatter_basic_linear
2048	3.45	6	scatter_basic_linear
4096	5.21	6	scatter_basic_linear
8192	8.22	6	scatter_basic_linear
16384	14.77	6	scatter_basic_linear
32768	27.92	6	scatter_basic_linear
65536	54.31	6	scatter_basic_linear
131072	104.60	6	scatter_basic_linear
262144	68.40	6	scatter_basic_linear
524288	138.74	6	scatter_basic_linear
1048576	343.14	6	scatter_basic_linear
2097152	858.31	6	scatter_basic_linear
4194304	2766.76	6	scatter_basic_linear
8	0.62	6	scatter_binomial
16	0.64	6	scatter_binomial
32	0.68	6	scatter_binomial
64	0.83	6	scatter_binomial
128	1.26	6	scatter_binomial
256	1.29	6	scatter_binomial
512	1.51	6	scatter_binomial
1024	2.10	6	scatter_binomial
2048	3.04	6	scatter_binomial
4096	4.66	6	scatter_binomial
8192	7.61	6	scatter_binomial
16384	13.54	6	scatter_binomial
32768	25.36	6	scatter_binomial
65536	48.62	6	scatter_binomial
131072	76.04	6	scatter_binomial
262144	179.59	6	scatter_binomial
524288	392.21	6	scatter_binomial
1048576	932.93	6	scatter_binomial
2097152	2081.96	6	scatter_binomial
4194304	5154.25	6	scatter_binomial
8	1.91	12	broadcast_flat
16	1.88	12	broadcast_flat
32	2.01	12	broadcast_flat
64	1.65	12	broadcast_flat
128	2.39	12	broadcast_flat
256	2.36	12	broadcast_flat
512	2.45	12	broadcast_flat
1024	2.95	12	broadcast_flat
2048	3.74	12	broadcast_flat
4096	5.50	12	broadcast_flat
8192	8.41	12	broadcast_flat
16384	16.01	12	broadcast_flat
32768	32.54	12	broadcast_flat
65536	67.40	12	broadcast_flat
131072	135.71	12	broadcast_flat
262144	267.93	12	broadcast_flat
524288	485.92	12	broadcast_flat
1048576	884.40	12	broadcast_flat
2097152	1820.89	12	broadcast_flat
4194304	3226.74	12	broadcast_flat
8	2.12	12	broadcast_chain
16	1.94	12	broadcast_chain
32	2.33	12	broadcast_chain
64	2.04	12	broadcast_chain
128	3.10	12	broadcast_chain
256	3.14	12	broadcast_chain
512	3.47	12	broadcast_chain
1024	4.30	12	broadcast_chain
2048	5.58	12	broadcast_chain
4096	7.81	12	broadcast_chain
8192	12.02	12	broadcast_chain
16384	22.81	12	broadcast_chain
32768	37.77	12	broadcast_chain
65536	68.45	12	broadcast_chain
131072	145.80	12	broadcast_chain
262144	267.76	12	broadcast_chain
524288	514.51	12	broadcast_chain
1048576	944.74	12	broadcast_chain
2097152	1654.40	12	broadcast_chain
4194304	3199.62	12	broadcast_chain
8	1.19	12	broadcast_binary_tree
16	1.18	12	broadcast_binary_tree
32	1.43	12	broadcast_binary_tree
64	1.41	12	broadcast_binary_tree
128	2.05	12	broadcast_binary_tree
256	2.13	12	broadcast_binary_tree
512	2.40	12	broadcast_binary_tree
1024	2.90	12	broadcast_binary_tree
2048	3.97	12	broadcast_binary_tree
4096	5.44	12	broadcast_binary_tree
8192	8.28	12	broadcast_binary_tree
16384	16.65	12	broadcast_binary_tree
32768	24.69	12	broadcast_binary_tree
65536	41.58	12	broadcast_binary_tree
131072	72.12	12	broadcast_binary_tree
262144	137.58	12	broadcast_binary_tree
524288	252.22	12	broadcast_binary_tree
1048576	479.13	12	broadcast_binary_tree
2097152	891.93	12	broadcast_binary_tree
4194304	2273.40	12	broadcast_binary_tree
8	1.09	12	scatter_flat
16	1.10	12	scatter_flat
32	1.35	12	scatter_flat
64	1.50	12	scatter_flat
128	1.91	12	scatter_flat
256	2.12	12	scatter_flat
512	2.60	12	scatter_flat
1024	3.56	12	scatter_flat
2048	5.23	12	scatter_flat
4096	8.01	12	scatter_flat
8192	13.42	12	scatter_flat
16384	15.97	12	scatter_flat
32768	25.86	12	scatter_flat
65536	54.97	12	scatter_flat
131072	113.05	12	scatter_flat
262144	138.29	12	scatter_flat
524288	196.54	12	scatter_flat
1048576	614.87	12	scatter_flat
2097152	2149.37	12	scatter_flat
4194304	6472.33	12	scatter_flat
8	1.47	12	scatter_basic_linear
16	1.49	12	scatter_basic_linear
32	1.67	12	scatter_basic_linear
64	1.61	12	scatter_basic_linear
128	3.24	12	scatter_basic_linear
256	3.38	12	scatter_basic_linear
512	3.74	12	scatter_basic_linear
1024	5.13	12	scatter_basic_linear
2048	6.66	12	scatter_basic_linear
4096	9.55	12	scatter_basic_linear
8192	14.59	12	scatter_basic_linear
16384	26.41	12	scatter_basic_linear
32768	49.19	12	scatter_basic_linear
65536	96.07	12	scatter_basic_linear
131072	195.94	12	scatter_basic_linear
262144	128.24	12	scatter_basic_linear
524288	255.27	12	scatter_basic_linear
1048576	618.27	12	scatter_basic_linear
2097152	2151.31	12	scatter_basic_linear
4194304	6476.61	12	scatter_basic_linear
8	1.11	12	scatter_binomial
16	1.13	12	scatter_binomial
32	1.34	12	scatter_binomial
64	1.48	12	scatter_binomial
128	1.90	12	scatter_binomial
256	2.10	12	scatter_binomial
512	2.57	12	scatter_binomial
1024	3.53	12	scatter_binomial
2048	5.22	12	scatter_binomial
4096	7.98	12	scatter_binomial
8192	13.34	12	scatter_binomial
16384	23.93	12	scatter_binomial
32768	44.74	12	scatter_binomial
65536	68.93	12	scatter_binomial
131072	150.58	12	scatter_binomial
262144	408.44	12	scatter_binomial
524288	838.43	12	scatter_binomial
1048576	2080.71	12	scatter_binomial
2097152	5343.28	12	scatter_binomial
4194304	11384.55	12	scatter_binomial
8	2.56	24	broadcast_flat
16	2.46	24	broadcast_flat
32	2.72	24	broadcast_flat
64	2.81	24	broadcast_flat
128	3.48	24	broadcast_flat
256	3.84	24	broadcast_flat
512	4.08	24	broadcast_flat
1024	4.74	24	broadcast_flat
2048	5.97	24	broadcast_flat
4096	8.66	24	broadcast_flat
8192	12.63	24	broadcast_flat
16384	20.53	24	broadcast_flat
32768	32.18	24	broadcast_flat
65536	56.11	24	broadcast_flat
131072	114.24	24	broadcast_flat
262144	237.50	24	broadcast_flat
524288	480.29	24	broadcast_flat
1048576	799.20	24	broadcast_flat
2097152	1588.32	24	broadcast_flat
4194304	3290.57	24	broadcast_flat
8	3.23	24	broadcast_chain
16	3.15	24	broadcast_chain
32	4.14	24	broadcast_chain
64	3.82	24	broadcast_chain
128	5.64	24	broadcast_chain
256	6.01	24	broadcast_chain
512	6.58	24	broadcast_chain
1024	7.79	24	broadcast_chain
2048	10.08	24	broadcast_chain
4096	14.11	24	broadcast_chain
8192	26.98	24	broadcast_chain
16384	33.66	24	broadcast_chain
32768	53.51	24	broadcast_chain
65536	88.73	24	broadcast_chain
131072	151.30	24	broadcast_chain
262144	287.32	24	broadcast_chain
524288	554.60	24	broadcast_chain
1048576	1087.26	24	broadcast_chain
2097152	2165.28	24	broadcast_chain
4194304	4522.86	24	broadcast_chain
8	2.81	24	broadcast_binary_tree
16	2.71	24	broadcast_binary_tree
32	2.98	24	broadcast_binary_tree
64	3.19	24	broadcast_binary_tree
128	4.01	24	broadcast_binary_tree
256	4.14	24	broadcast_binary_tree
512	4.33	24	broadcast_binary_tree
1024	5.11	24	broadcast_binary_tree
2048	6.69	24	broadcast_binary_tree
4096	9.27	24	broadcast_binary_tree
8192	13.56	24	broadcast_binary_tree
16384	22.76	24	broadcast_binary_tree
32768	37.44	24	broadcast_binary_tree
65536	62.00	24	broadcast_binary_tree
131072	118.28	24	broadcast_binary_tree
262144	251.26	24	broadcast_binary_tree
524288	488.59	24	broadcast_binary_tree
1048576	973.75	24	broadcast_binary_tree
2097152	1884.51	24	broadcast_binary_tree
4194304	3882.80	24	broadcast_binary_tree
8	2.57	24	scatter_flat
16	2.66	24	scatter_flat
32	3.04	24	scatter_flat
64	3.21	24	scatter_flat
128	3.73	24	scatter_flat
256	4.33	24	scatter_flat
512	5.55	24	scatter_flat
1024	7.64	24	scatter_flat
2048	10.61	24	scatter_flat
4096	22.15	24	scatter_flat
8192	25.02	24	scatter_flat
16384	42.77	24	scatter_flat
32768	29.50	24	scatter_flat
65536	51.85	24	scatter_flat
131072	118.02	24	scatter_flat
262144	219.31	24	scatter_flat
524288	396.77	24	scatter_flat
1048576	694.56	24	scatter_flat
2097152	1509.03	24	scatter_flat
4194304	3480.98	24	scatter_flat
8	3.53	24	scatter_basic_linear
16	3.50	24	scatter_basic_linear
32	3.70	24	scatter_basic_linear
64	3.85	24	scatter_basic_linear
128	6.19	24	scatter_basic_linear
256	6.54	24	scatter_basic_linear
512	7.48	24	scatter_basic_linear
1024	9.16	24	scatter_basic_linear
2048	12.12	24	scatter_basic_linear
4096	16.01	24	scatter_basic_linear
8192	23.76	24	scatter_basic_linear
16384	42.45	24	scatter_basic_linear
32768	80.43	24	scatter_basic_linear
65536	159.74	24	scatter_basic_linear
131072	313.12	24	scatter_basic_linear
262144	292.89	24	scatter_basic_linear
524288	533.35	24	scatter_basic_linear
1048576	1196.91	24	scatter_basic_linear
2097152	3621.52	24	scatter_basic_linear
4194304	10616.03	24	scatter_basic_linear
8	2.66	24	scatter_binomial
16	2.75	24	scatter_binomial
32	3.05	24	scatter_binomial
64	3.28	24	scatter_binomial
128	3.80	24	scatter_binomial
256	4.50	24	scatter_binomial
512	5.62	24	scatter_binomial
1024	7.58	24	scatter_binomial
2048	10.37	24	scatter_binomial
4096	19.58	24	scatter_binomial
8192	24.39	24	scatter_binomial
16384	41.60	24	scatter_binomial
32768	76.59	24	scatter_binomial
65536	141.65	24	scatter_binomial
131072	291.64	24	scatter_binomial
262144	682.35	24	scatter_binomial
524288	1434.12	24	scatter_binomial
1048576	3433.85	24	scatter_binomial
2097152	7760.88	24	scatter_binomial
4194304	39924.90	24	scatter_binomial
